ID,MS,Mp,VFN,Mh,Man,MMS,TAN,T,Va,Ve,Mk,Cn,Ct,Cr,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW)
1429116,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429123,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429132,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5A5AAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,131,,2670,1530,1530,PETROL,M,1590,86
1429139,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5A5AAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,131,,2670,1530,1530,PETROL,M,1590,86
1429145,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429152,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429160,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429166,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429173,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429180,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429185,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429192,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429200,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429204,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429212,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429343,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AFDDBCB5CAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,139,,2670,1540,1540,PETROL,M,1998,110
1429351,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1429358,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1429366,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1429374,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF721,AKDHBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1600,,149,,2670,1540,1540,PETROL,M,1998,110
1429383,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AFDDBCA5AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,144,,2670,1540,1540,PETROL,M,1998,110
1429391,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AFDDBCA5AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,144,,2670,1540,1540,PETROL,M,1998,110
1429399,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AFDDBCA5AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,144,,2670,1540,1540,PETROL,M,1998,110
1429407,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*27,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1429415,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*27,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1429422,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*27,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1429431,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF721,AKDHBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1600,,149,,2670,1540,1540,PETROL,M,1998,110
1429437,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1429444,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF721,AKDHBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1600,,149,,2670,1540,1540,PETROL,M,1998,110
1429452,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AFDDBCA5AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,144,,2670,1540,1540,PETROL,M,1998,110
1429460,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AFDDBCA5AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,144,,2670,1540,1540,PETROL,M,1998,110
1429468,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AFDDBCA5AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,144,,2670,1540,1540,PETROL,M,1998,110
1429476,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429485,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429494,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429503,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429510,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429517,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429525,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429532,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429539,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429546,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429553,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK121,ACBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1595,,159,,2670,1550,1550,PETROL,M,1499,120
1429560,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429567,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429575,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK121,ACBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1595,,159,,2670,1550,1550,PETROL,M,1499,120
1429582,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429590,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1429595,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429607,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429615,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5A5AAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,131,,2670,1530,1530,PETROL,M,1590,86
1429623,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429632,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429640,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5A5AAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,131,,2670,1530,1530,PETROL,M,1590,86
1429646,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429654,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429665,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429670,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429679,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5A5AAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,131,,2670,1530,1530,PETROL,M,1590,86
1429687,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1429694,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5A5AAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,131,,2670,1530,1530,PETROL,M,1590,86
3942560,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942566,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942569,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942575,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942581,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942588,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942592,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942597,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942602,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942607,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942612,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942617,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942622,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942627,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942632,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942637,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3942643,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA, MIOVENI, RUMUNSKO",E2*2001/116*0314*81,SD,HSDCV,HSDCVE,DACIA,DUSTER,M1,M1,1165,,145,,2673,1560,1567,PETROL,M,1598,84
3923492,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA S.A., MIOVENI, RUMUNSKO",E2*2001/116*0314*59,SD,JSDB0,JSDB05,DACIA,LODGY,M1,M1,1280,,140,,2810,1492,1478,PETROL,M,1197,85
3923498,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA S.A., MIOVENI, RUMUNSKO",E2*2001/116*0314*59,SD,JSDB0,JSDB05,DACIA,LODGY,M1,M1,1280,,140,,2810,1492,1478,PETROL,M,1197,85
3923505,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA S.A., MIOVENI, RUMUNSKO",E2*2001/116*0314*59,SD,JSDB0,JSDB05,DACIA,LODGY,M1,M1,1280,,140,,2810,1492,1478,PETROL,M,1197,85
3923512,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA S.A., MIOVENI, RUMUNSKO",E2*2001/116*0314*59,SD,JSDB0,JSDB05,DACIA,LODGY,M1,M1,1280,,140,,2810,1492,1478,PETROL,M,1197,85
3923519,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA S.A., MIOVENI, RUMUNSKO",E2*2001/116*0314*59,SD,JSDB0,JSDB05,DACIA,LODGY,M1,M1,1280,,140,,2810,1492,1478,PETROL,M,1197,85
3923526,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA S.A., MIOVENI, RUMUNSKO",E2*2001/116*0314*59,SD,JSDB0,JSDB05,DACIA,LODGY,M1,M1,1280,,140,,2810,1492,1478,PETROL,M,1197,85
3923533,CZ,RENAULT,,DACIA,AUTOMOBILE DACIA SA,"DACIA S.A., MIOVENI, RUMUNSKO",E2*2001/116*0314*59,SD,JSDB0,JSDB05,DACIA,LODGY,M1,M1,1280,,140,,2810,1492,1478,PETROL,M,1197,85
