,Mk,Category Type Approved,Category Registered,Mass (kg),CO2 (g/km),W (mm),Steering Axle (mm),Other Axle (mm),Ft,Fm,Engine Capacity (cm3),Engine Power (KW)
1703,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1704,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1705,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1706,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1707,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1708,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1709,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1710,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1711,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1712,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1713,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1714,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1715,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1716,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1717,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1718,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1719,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1720,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1721,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1722,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1723,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1724,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1725,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1726,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1727,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1728,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1729,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1730,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1731,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1732,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1733,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1734,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1735,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1736,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1737,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1738,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1739,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1740,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1741,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1742,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1743,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1744,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1745,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1746,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1747,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1748,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1749,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1750,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1751,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1752,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1753,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1754,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1755,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1756,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1757,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1758,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1759,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1760,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1761,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1762,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1763,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1764,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1765,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1766,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1767,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1768,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1769,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1770,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1771,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1772,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1773,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1774,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1775,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1776,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1777,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1778,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1779,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1780,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1781,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1782,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1783,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1784,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1785,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1786,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1787,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1788,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1789,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1790,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1791,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1792,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1793,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1794,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1795,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1796,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1797,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1798,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1799,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1800,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1801,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1802,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1803,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1804,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1805,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1806,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1807,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1808,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1809,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1810,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1811,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1812,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1813,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1814,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1815,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1816,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1817,PEUGEOT,M1,M1,1440,115.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1818,PEUGEOT,M1,M1,1440,115.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1819,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1824,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1825,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1826,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1827,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1828,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1829,PEUGEOT,M1,M1,1440,115.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1830,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1831,PEUGEOT,M1,M1,1440,115.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1832,PEUGEOT,M1,M1,1440,115.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1833,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1834,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1835,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1836,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1837,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1838,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1845,PEUGEOT,M1,M1,1440,115.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1846,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1847,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1848,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1849,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1855,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1856,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1857,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1858,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1859,PEUGEOT,M1,M1,1440,108.0,2840.0,1601.0,1601.0,Diesel,M,1560.0,88.0
1868,MERCEDES BENZ,M1,M1,1395,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1869,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1870,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1871,MERCEDES BENZ,M1,M1,2037,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,140.0
1872,MERCEDES BENZ,M1,M1,1420,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1873,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1874,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1875,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1876,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1877,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1878,MERCEDES BENZ,M1,M1,1425,129.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1879,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1880,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1881,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1882,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1883,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1884,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1605.0,1605.0,Diesel,M,1950.0,143.0
1885,MERCEDES BENZ,M1,M1,2010,174.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,100.0
1886,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1887,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1888,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1889,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1890,MERCEDES BENZ,M1,M1,1420,106.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1891,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1892,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1893,MERCEDES BENZ,M1,M1,2037,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,140.0
1894,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1895,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1896,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1605.0,1605.0,Diesel,M,1950.0,143.0
1897,MERCEDES BENZ,M1,M1,2037,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,140.0
1898,MERCEDES BENZ,M1,M1,1450,107.0,2699.0,1551.0,1551.0,Diesel,M,1461.0,80.0
1899,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1900,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1605.0,1605.0,Diesel,M,1950.0,143.0
1901,MERCEDES BENZ,M1,M1,2037,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,140.0
1902,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1903,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1904,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1905,MERCEDES BENZ,M1,M1,2010,158.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,100.0
1906,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1907,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1908,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1909,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1910,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1911,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1912,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1605.0,1605.0,Diesel,M,1950.0,143.0
1913,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1914,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1915,MERCEDES BENZ,M1,M1,1450,107.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1916,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1917,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1918,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1919,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1920,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1921,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1922,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1923,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1605.0,1605.0,Diesel,M,1950.0,143.0
1924,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1925,MERCEDES BENZ,M1,M1,1450,107.0,2699.0,1551.0,1551.0,Diesel,M,1461.0,80.0
1926,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1927,MERCEDES BENZ,M1,M1,1425,129.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1928,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1929,MERCEDES BENZ,M1,M1,2010,158.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,100.0
1930,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1931,MERCEDES BENZ,M1,M1,1450,107.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1932,MERCEDES BENZ,M1,M1,1425,129.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1933,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1934,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1935,MERCEDES BENZ,M1,M1,1450,107.0,2699.0,1551.0,1551.0,Diesel,M,1461.0,80.0
1936,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1937,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1938,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1939,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1940,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1941,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1942,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1943,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1944,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1945,MERCEDES BENZ,M1,M1,1420,106.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1946,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1947,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1948,MERCEDES BENZ,M1,M1,1395,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1949,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1950,MERCEDES BENZ,M1,M1,1420,106.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1951,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1952,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1953,MERCEDES BENZ,M1,M1,1425,132.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1954,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1955,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1956,MERCEDES BENZ,M1,M1,2102,174.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,140.0
1957,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1958,MERCEDES BENZ,M1,M1,1420,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1959,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
1960,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1961,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1962,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1963,MERCEDES BENZ,M1,M1,1420,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1964,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1965,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1966,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1967,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1968,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1969,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1970,MERCEDES BENZ,M1,M1,1420,106.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1971,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1972,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1973,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1974,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
1975,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
1976,MERCEDES BENZ,M1,M1,1830,126.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
1977,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
